,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
"eta[2,6]",0.02344,0.09338,0.95730,-1.81102,-0.61507,-0.00007,0.61135,2.03741,105.09620,1.02932
"eta[3,6]",0.17063,0.19950,1.06205,-1.80973,-0.57101,0.22348,0.96829,1.97091,28.33961,1.19184
"eta[1,7]",0.32586,0.05125,0.33292,-0.37694,0.10833,0.34233,0.54460,0.96052,42.19671,1.10354
"eta[2,7]",-0.18318,0.10282,0.93215,-1.99916,-0.75804,-0.21306,0.44729,1.58251,82.18180,1.08080
"eta[3,7]",0.22091,0.28914,1.10049,-1.74244,-0.53626,0.12546,0.85865,2.67505,14.48612,1.37000
"eta[1,8]",0.84392,0.04215,0.33860,0.21438,0.59032,0.84509,1.08794,1.47915,64.54467,1.06364
"eta[2,8]",-0.15538,0.20245,0.99298,-1.88640,-0.89606,-0.16411,0.58185,1.66896,24.05737,1.13680
"eta[3,8]",0.07056,0.09193,0.85947,-1.79664,-0.47546,0.08860,0.65183,1.64464,87.40775,1.03585
"eta[1,9]",0.89919,0.04338,0.32324,0.25055,0.68376,0.90250,1.10902,1.53939,55.51031,1.08147
"eta[2,9]",-0.32401,0.39579,1.03650,-2.22843,-1.05062,-0.38365,0.47973,1.57356,6.85834,1.29989
"eta[3,9]",0.16665,0.37224,1.07742,-1.65394,-0.69861,0.16976,0.98952,2.06574,8.37770,1.32294
"eta[1,10]",-0.43305,0.04563,0.25819,-0.97557,-0.59862,-0.41577,-0.25398,0.03017,32.01693,1.10855
"eta[2,10]",-0.19309,0.11262,0.88938,-1.79882,-0.77902,-0.31507,0.35124,1.60716,62.36047,1.05070
"eta[3,10]",0.04262,0.08382,0.85881,-1.52661,-0.55216,0.00614,0.63377,1.89650,104.98819,1.01657
"eta[1,11]",-0.23680,0.04811,0.25224,-0.74903,-0.39822,-0.23300,-0.06322,0.23484,27.49022,1.16072
"eta[2,11]",0.20396,0.10619,0.81789,-1.60882,-0.23642,0.24684,0.70526,1.70897,59.31852,1.17212
"eta[3,11]",-0.02391,0.12856,0.74677,-1.69919,-0.51692,0.01845,0.44848,1.38884,33.74322,1.15600
"eta[1,12]",0.87457,0.05197,0.25607,0.36733,0.70282,0.87526,1.04874,1.37430,24.27746,1.17804
"eta[2,12]",-0.31859,0.12937,0.87383,-1.90046,-0.89926,-0.38127,0.30332,1.38361,45.62583,1.10803
"eta[3,12]",-0.25578,0.24979,1.00969,-2.65925,-0.79013,-0.10449,0.33460,1.56473,16.33934,1.16176
"eta[1,13]",-0.99098,0.04276,0.29794,-1.61392,-1.18898,-0.97387,-0.78356,-0.45056,48.54654,1.06621
"eta[2,13]",0.03433,0.08821,0.89078,-1.65050,-0.59756,0.05133,0.64822,1.67475,101.98773,1.02238
"eta[3,13]",0.11947,0.23287,1.08367,-1.97262,-0.72275,0.20752,0.92240,2.10281,21.65544,1.23069
"eta[1,14]",-0.84513,0.05589,0.36722,-1.56612,-1.09706,-0.85074,-0.58492,-0.13518,43.17598,1.04940
"eta[2,14]",0.28010,0.21295,0.97614,-1.48971,-0.35031,0.27772,0.89808,2.48493,21.01130,1.11972
"eta[3,14]",-0.06703,0.14125,0.99479,-1.85080,-0.81731,-0.09981,0.61574,1.89391,49.59862,1.03763
"eta[1,15]",-2.00485,0.08773,0.48036,-2.94704,-2.31769,-2.00495,-1.68121,-1.08059,29.98027,1.11264
"eta[2,15]",-0.07656,0.12602,0.89107,-1.87525,-0.68706,-0.00503,0.54371,1.65100,49.99493,1.09378
"eta[3,15]",0.07780,0.11458,0.94661,-1.68372,-0.59587,0.04500,0.77056,1.90297,68.25373,1.05398
"eta[1,16]",0.56349,0.05613,0.41251,-0.25342,0.26808,0.59035,0.85455,1.31282,54.01390,1.06329
"eta[2,16]",0.02952,0.12620,0.95327,-1.77818,-0.55119,0.02365,0.54882,2.08175,57.05441,1.07821
"eta[3,16]",0.00099,0.05685,0.94736,-1.86570,-0.63181,-0.01296,0.64407,1.88943,277.67372,1.01893
"eta[1,17]",1.53919,0.04744,0.43341,0.71959,1.23758,1.53308,1.84618,2.36945,83.47898,1.05417
"eta[2,17]",-0.15050,0.24299,1.00349,-2.10061,-0.86884,-0.12343,0.57356,1.79185,17.05464,1.24579
"eta[3,17]",-0.11357,0.60063,1.20099,-2.01614,-1.22847,-0.04843,0.87779,1.91397,3.99826,1.59983
"eta[1,18]",1.10605,0.05609,0.38749,0.35752,0.83494,1.09030,1.37398,1.86347,47.72008,1.08648
"eta[2,18]",-0.06293,0.06404,0.90504,-1.79648,-0.65489,-0.08112,0.48471,1.85755,199.70241,1.03121
"eta[3,18]",-0.26344,0.51626,1.05549,-2.37049,-1.02379,-0.14116,0.56431,1.45427,4.18005,1.55917
"eta[1,19]",-0.65753,0.04252,0.36678,-1.41433,-0.89410,-0.64601,-0.40862,0.03796,74.41230,1.05054
"eta[2,19]",0.05137,0.16767,0.99386,-1.89463,-0.62696,0.03615,0.68767,2.07684,35.13520,1.14494
"eta[3,19]",0.18834,0.12862,1.03359,-1.82534,-0.49731,0.15078,0.85744,2.31602,64.57598,1.11648
"eta[1,20]",-0.44881,0.04339,0.25158,-0.98564,-0.60229,-0.43729,-0.27901,0.01241,33.61432,1.11931
"eta[2,20]",-0.11338,0.24991,1.09183,-1.97819,-0.87768,-0.22294,0.50768,2.42349,19.08672,1.20276
"eta[3,20]",-0.15901,0.13529,0.99996,-2.10017,-0.86653,-0.13894,0.55712,1.76714,54.62679,1.09828
"eta[1,21]",1.63619,0.05039,0.28742,1.06205,1.44351,1.63858,1.82732,2.20198,32.54114,1.16260
"eta[2,21]",0.36976,0.39339,1.06123,-1.56782,-0.44072,0.33284,1.13173,2.44637,7.27719,1.29872
"eta[3,21]",-0.02825,0.15261,0.98017,-2.34094,-0.52507,0.00812,0.58131,1.83369,41.24992,1.02932
"eta[1,22]",-0.45600,0.04200,0.26876,-0.98648,-0.63791,-0.45255,-0.26509,0.05129,40.94072,1.10296
"eta[2,22]",-0.26748,0.14476,0.91331,-1.84006,-0.89443,-0.39892,0.26303,1.82035,39.80359,1.10533
"eta[3,22]",-0.32004,0.25070,1.08651,-2.53101,-0.97820,-0.32791,0.41102,1.72175,18.78328,1.16682
"eta[1,23]",-0.83416,0.06373,0.38371,-1.62778,-1.07930,-0.82463,-0.58156,-0.09423,36.24518,1.06751
"eta[2,23]",0.12884,0.34847,1.17014,-2.47472,-0.63089,0.05326,0.95536,2.31087,11.27574,1.40271
"eta[3,23]",-0.03868,0.27443,0.91840,-1.87208,-0.73770,0.02562,0.68843,1.51430,11.19920,1.28733
"eta[1,24]",0.29523,0.04435,0.22868,-0.16828,0.13640,0.30484,0.45902,0.72028,26.58132,1.15927
"eta[2,24]",-0.06738,0.19042,0.87420,-1.59426,-0.64126,-0.16166,0.42587,1.81109,21.07684,1.16373
"eta[3,24]",0.00679,0.28048,1.02299,-2.10663,-0.68488,0.00959,0.74439,1.94364,13.30261,1.17162
"eta[1,25]",0.16173,0.04527,0.26466,-0.37818,-0.00476,0.16999,0.34243,0.67160,34.18048,1.13448
"eta[2,25]",0.01398,0.13467,0.99969,-1.75823,-0.69120,-0.02203,0.64175,2.20271,55.10113,1.07570
"eta[3,25]",0.21002,0.15968,1.11256,-1.93111,-0.48196,0.16882,0.84835,2.78787,48.54543,1.09149
"eta[1,26]",-0.09118,0.03564,0.30847,-0.65121,-0.30817,-0.10278,0.11504,0.53622,74.92611,1.06931
"eta[2,26]",0.05133,0.15448,0.97744,-1.89085,-0.65011,0.06620,0.77788,1.84189,40.03306,1.11615
"eta[3,26]",-0.12008,0.20314,0.98214,-1.84371,-0.84080,-0.22870,0.58322,1.92647,23.37458,1.19999
"eta[1,27]",0.06253,0.06183,0.34768,-0.69631,-0.15856,0.05344,0.30173,0.71920,31.62071,1.12093
"eta[2,27]",0.02468,0.10663,0.89551,-1.66199,-0.58155,0.01267,0.55930,2.05466,70.52781,1.03702
"eta[3,27]",-0.20593,0.13171,0.97653,-1.98156,-0.91441,-0.23891,0.45307,1.74425,54.97003,1.05797
"eta[1,28]",-1.64102,0.06856,0.42869,-2.43169,-1.93392,-1.65831,-1.35849,-0.76493,39.10230,1.06176
"eta[2,28]",-0.06494,0.14691,1.06765,-2.18147,-0.78082,-0.04038,0.64629,2.06880,52.81692,1.06559
"eta[3,28]",0.14420,0.25462,0.90476,-1.68373,-0.42987,0.19068,0.72038,1.65182,12.62622,1.19213
"eta[1,29]",-1.03202,0.04831,0.31719,-1.71269,-1.23658,-1.01651,-0.81197,-0.46310,43.10842,1.08200
"eta[2,29]",-0.00498,0.13844,1.06612,-2.04479,-0.76072,0.01684,0.76629,2.03452,59.30139,1.12960
"eta[3,29]",-0.03049,0.10197,0.95538,-1.78279,-0.70200,-0.02595,0.62392,1.80848,87.78680,1.07654
"eta[1,30]",-0.73351,0.03208,0.32602,-1.42276,-0.94030,-0.72920,-0.51395,-0.09007,103.30399,1.04408
"eta[2,30]",0.19670,0.12119,0.91438,-1.49922,-0.47014,0.16728,0.85202,1.91687,56.92729,1.04779
"eta[3,30]",-0.13379,0.20951,0.91991,-1.74927,-0.71010,-0.27543,0.44598,1.89050,19.27810,1.21898
"eta[1,31]",-0.05333,0.03678,0.33440,-0.71026,-0.26681,-0.05953,0.16011,0.63152,82.66611,1.05826
"eta[2,31]",0.13396,0.11461,0.87859,-1.56843,-0.49254,0.18590,0.72168,1.87176,58.76326,1.03785
"eta[3,31]",-0.13169,0.10318,1.03270,-2.15105,-0.81761,-0.16511,0.57341,1.85045,100.17627,1.06027
"eta[1,32]",-0.61485,0.04376,0.35729,-1.32863,-0.85499,-0.59826,-0.36660,0.04596,66.65556,1.03970
"eta[2,32]",-0.12336,0.15481,0.90541,-1.72096,-0.75317,-0.13450,0.43460,1.64148,34.20642,1.12427
"eta[3,32]",0.18445,0.15591,1.08394,-1.93170,-0.54955,0.13092,0.93152,2.33993,48.33237,1.10419
"eta[1,33]",0.08404,0.06411,0.52897,-1.01470,-0.20926,0.07848,0.37707,1.18017,68.06805,1.06203
"eta[2,33]",-0.30935,0.15446,0.87948,-1.96182,-0.91923,-0.31606,0.28712,1.47486,32.42132,1.14918
"eta[3,33]",0.14253,0.19687,1.13466,-1.93557,-0.70486,0.14146,0.95322,2.28663,33.21747,1.06533
"eta[1,34]",1.43398,0.05257,0.27753,0.88318,1.24776,1.43100,1.61558,1.99136,27.87347,1.15443
"eta[2,34]",0.48301,0.27953,1.00807,-1.68716,-0.11925,0.60706,1.19267,2.14863,13.00541,1.19387
"eta[3,34]",-0.00481,0.22221,0.95917,-1.55672,-0.67408,-0.15124,0.56224,2.03608,18.63164,1.30303
lower_bound[1],6.21136,0.00690,0.06576,6.07907,6.16709,6.21037,6.25703,6.33872,90.74125,1.03633
lower_bound[2],6.38433,0.00434,0.06529,6.25642,6.34026,6.38451,6.42758,6.51211,226.82934,1.01941
lower_bound[3],5.83435,0.00348,0.04930,5.73557,5.80213,5.83405,5.86625,5.93289,200.78510,1.00776
lower_bound[4],5.73697,0.01367,0.12127,5.49310,5.64951,5.74303,5.82893,5.95220,78.73931,1.10111
lower_bound[5],5.76125,0.00356,0.04034,5.68591,5.73251,5.76082,5.78938,5.84033,128.42717,1.02232
lower_bound[6],5.53462,0.00287,0.05201,5.43287,5.49824,5.53530,5.57080,5.63283,328.15411,1.01522
lower_bound[7],5.71399,0.00723,0.06574,5.58335,5.66955,5.71528,5.75855,5.84339,82.74860,1.06037
lower_bound[8],5.82831,0.00634,0.06457,5.70333,5.78698,5.82820,5.87043,5.95710,103.58876,1.02809
lower_bound[9],5.84237,0.00335,0.06361,5.71293,5.80296,5.84069,5.88348,5.96922,360.20699,1.01052
lower_bound[10],5.54526,0.00161,0.03559,5.47439,5.52216,5.54524,5.56898,5.61458,487.95139,1.00518
lower_bound[11],5.58859,0.00175,0.03399,5.52375,5.56520,5.58804,5.61092,5.65611,377.15784,1.01317
lower_bound[12],5.83615,0.00149,0.03480,5.76834,5.81189,5.83634,5.86041,5.90258,543.61608,1.00594
lower_bound[13],5.42104,0.00164,0.04583,5.33157,5.39010,5.42026,5.45164,5.51163,782.81179,1.00496
lower_bound[14],5.84278,0.00153,0.04258,5.75660,5.81424,5.84328,5.87235,5.92376,777.16317,1.00725
lower_bound[15],5.58424,0.00482,0.06087,5.46171,5.54372,5.58427,5.62477,5.70350,159.55644,1.02415
lower_bound[16],6.15558,0.00424,0.06772,6.01987,6.11080,6.15718,6.20184,6.28434,254.52526,1.01317
lower_bound[17],6.37413,0.00515,0.07422,6.23103,6.32240,6.37641,6.42388,6.51855,207.54730,1.02210
lower_bound[18],6.27786,0.00495,0.06719,6.15221,6.23163,6.27352,6.32245,6.41569,184.11862,1.01060
lower_bound[19],5.49592,0.00308,0.06509,5.37093,5.45207,5.49525,5.53842,5.62732,446.29554,1.00604
lower_bound[20],5.54166,0.00117,0.03453,5.47457,5.51860,5.54081,5.56439,5.61119,873.71099,1.00323
lower_bound[21],6.00638,0.00307,0.04446,5.92279,5.97559,6.00559,6.03694,6.09218,209.60154,1.01329
lower_bound[22],5.53998,0.00300,0.04450,5.45359,5.50959,5.53969,5.57026,5.62750,220.03719,1.03673
lower_bound[23],5.84482,0.00210,0.04707,5.75139,5.81343,5.84484,5.87701,5.93633,504.29711,1.00940
lower_bound[24],5.70719,0.00155,0.03375,5.64341,5.68356,5.70651,5.73059,5.77367,471.46552,1.01199
lower_bound[25],5.67752,0.00272,0.04240,5.59390,5.64970,5.67840,5.70582,5.76088,242.91422,1.02082
lower_bound[26],5.62030,0.00556,0.06262,5.50159,5.57576,5.61960,5.66278,5.74677,126.98540,1.04701
lower_bound[27],5.65523,0.00526,0.06450,5.53141,5.61229,5.65289,5.69746,5.78526,150.49572,1.02550
lower_bound[28],5.66595,0.00236,0.04957,5.56701,5.63325,5.66479,5.69942,5.76382,440.98778,1.00447
lower_bound[29],5.41182,0.00171,0.04762,5.31652,5.37980,5.41301,5.44376,5.50369,778.98681,1.00453
lower_bound[30],5.47768,0.00316,0.06021,5.36251,5.43690,5.47608,5.51639,5.60034,363.65130,1.00820
lower_bound[31],5.62874,0.00389,0.06612,5.50425,5.58402,5.62739,5.67345,5.75957,289.08156,1.02132
lower_bound[32],5.50498,0.00378,0.06419,5.37843,5.46395,5.50445,5.54605,5.63596,289.06274,1.00309
lower_bound[33],5.65880,0.01545,0.12090,5.40956,5.58754,5.66077,5.72946,5.90287,61.21873,1.08076
lower_bound[34],5.96053,0.00179,0.03648,5.88684,5.93631,5.96052,5.98585,6.03097,414.04858,1.00826
upper_bound[1],inf,,inf,2511012656134600134537143689460698373573099587638741879464054257565646015567166408607767689051810574232222896780675483046598904809106844526631664190811429756108997377057812958423970423430956365657554210822203419501303288063073725761383958792325074507927619711701135749969858728525881805323054777351043809280.00000,22812183440026795624288843226399978083056150131300683448807903838269482604423655228905186321127721560775044503238275230839341136686265564618053469360095870342461403824476813429200215668344320626800033429499727134553268218431616742094800162258451367100114840401612985430831800170783242609014968496897203896320.00000,50884289001059115897480635722665171542355413095593122646654889276933739870981189846281048239554964655136709161081222457196089716143929328100496067218701448456163612076020541431751696200848195789844831592361122795417644158724066785627215907931383896759037965308427099557228216197300610212256591095730916032512.00000,87785138713721278106078986632525521793188648570347154515243282716950653082740682240773491815619745961080529562011194109426069456603381587585563302407590442592938515671514555610441715157499910027099187267304371527426105604604837898120113345222791079308056045399067567589776692894991263640763672755867014397952.00000,149018561292442222534749273982048101037788595641110591449004080755393151026009093979510149136152337169025214045351478580494725571406962574127318574429959290804836766930605621654395371944674233181709534752422747197126924600732410145298674676690539079583611573132660401602915394372017552948005706256286455169024.00000,,
upper_bound[2],inf,,inf,2511012656134600134537143689460698373573099587638741879464054257565646015567166408607767689051810574232222896780675483046598904809106844526631664190811429756108997377057812958423970423430956365657554210822203419501303288063073725761383958792325074507927619711701135749969858728525881805323054777351043809280.00000,22812183440026795624288843226399978083056150131300683448807903838269482604423655228905186321127721560775044503238275230839341136686265564618053469360095870342461403824476813429200215668344320626800033429499727134553268218431616742094800162258451367100114840401612985430831800170783242609014968496897203896320.00000,50884289001059115897480635722665171542355413095593122646654889276933739870981189846281048239554964655136709161081222457196089716143929328100496067218701448456163612076020541431751696200848195789844831592361122795417644158724066785627215907931383896759037965308427099557228216197300610212256591095730916032512.00000,87785138713721278106078986632525521793188648570347154515243282716950653082740682240773491815619745961080529562011194109426069456603381587585563302407590442592938515671514555610441715157499910027099187267304371527426105604604837898120113345222791079308056045399067567589776692894991263640763672755867014397952.00000,149018561292442222534749273982048101037788595641110591449004080755393151026009093979510149136152337169025214045351478580494725571406962574127318574429959290804836766930605621654395371944674233181709534752422747197126924600732410145298674676690539079583611573132660401602915394372017552948005706256286455169024.00000,,
upper_bound[3],inf,,inf,2511012656134600134537143689460698373573099587638741879464054257565646015567166408607767689051810574232222896780675483046598904809106844526631664190811429756108997377057812958423970423430956365657554210822203419501303288063073725761383958792325074507927619711701135749969858728525881805323054777351043809280.00000,22812183440026795624288843226399978083056150131300683448807903838269482604423655228905186321127721560775044503238275230839341136686265564618053469360095870342461403824476813429200215668344320626800033429499727134553268218431616742094800162258451367100114840401612985430831800170783242609014968496897203896320.00000,50884289001059115897480635722665171542355413095593122646654889276933739870981189846281048239554964655136709161081222457196089716143929328100496067218701448456163612076020541431751696200848195789844831592361122795417644158724066785627215907931383896759037965308427099557228216197300610212256591095730916032512.00000,87785138713721278106078986632525521793188648570347154515243282716950653082740682240773491815619745961080529562011194109426069456603381587585563302407590442592938515671514555610441715157499910027099187267304371527426105604604837898120113345222791079308056045399067567589776692894991263640763672755867014397952.00000,149018561292442222534749273982048101037788595641110591449004080755393151026009093979510149136152337169025214045351478580494725571406962574127318574429959290804836766930605621654395371944674233181709534752422747197126924600732410145298674676690539079583611573132660401602915394372017552948005706256286455169024.00000,,
upper_bound[4],inf,,inf,2511012656134600134537143689460698373573099587638741879464054257565646015567166408607767689051810574232222896780675483046598904809106844526631664190811429756108997377057812958423970423430956365657554210822203419501303288063073725761383958792325074507927619711701135749969858728525881805323054777351043809280.00000,22812183440026795624288843226399978083056150131300683448807903838269482604423655228905186321127721560775044503238275230839341136686265564618053469360095870342461403824476813429200215668344320626800033429499727134553268218431616742094800162258451367100114840401612985430831800170783242609014968496897203896320.00000,50884289001059115897480635722665171542355413095593122646654889276933739870981189846281048239554964655136709161081222457196089716143929328100496067218701448456163612076020541431751696200848195789844831592361122795417644158724066785627215907931383896759037965308427099557228216197300610212256591095730916032512.00000,87785138713721278106078986632525521793188648570347154515243282716950653082740682240773491815619745961080529562011194109426069456603381587585563302407590442592938515671514555610441715157499910027099187267304371527426105604604837898120113345222791079308056045399067567589776692894991263640763672755867014397952.00000,149018561292442222534749273982048101037788595641110591449004080755393151026009093979510149136152337169025214045351478580494725571406962574127318574429959290804836766930605621654395371944674233181709534752422747197126924600732410145298674676690539079583611573132660401602915394372017552948005706256286455169024.00000,,
upper_bound[5],inf,,inf,2511012656134600134537143689460698373573099587638741879464054257565646015567166408607767689051810574232222896780675483046598904809106844526631664190811429756108997377057812958423970423430956365657554210822203419501303288063073725761383958792325074507927619711701135749969858728525881805323054777351043809280.00000,22812183440026795624288843226399978083056150131300683448807903838269482604423655228905186321127721560775044503238275230839341136686265564618053469360095870342461403824476813429200215668344320626800033429499727134553268218431616742094800162258451367100114840401612985430831800170783242609014968496897203896320.00000,50884289001059115897480635722665171542355413095593122646654889276933739870981189846281048239554964655136709161081222457196089716143929328100496067218701448456163612076020541431751696200848195789844831592361122795417644158724066785627215907931383896759037965308427099557228216197300610212256591095730916032512.00000,87785138713721278106078986632525521793188648570347154515243282716950653082740682240773491815619745961080529562011194109426069456603381587585563302407590442592938515671514555610441715157499910027099187267304371527426105604604837898120113345222791079308056045399067567589776692894991263640763672755867014397952.00000,149018561292442222534749273982048101037788595641110591449004080755393151026009093979510149136152337169025214045351478580494725571406962574127318574429959290804836766930605621654395371944674233181709534752422747197126924600732410145298674676690539079583611573132660401602915394372017552948005706256286455169024.00000,,
upper_bound[6],inf,,inf,2511012656134600134537143689460698373573099587638741879464054257565646015567166408607767689051810574232222896780675483046598904809106844526631664190811429756108997377057812958423970423430956365657554210822203419501303288063073725761383958792325074507927619711701135749969858728525881805323054777351043809280.00000,22812183440026795624288843226399978083056150131300683448807903838269482604423655228905186321127721560775044503238275230839341136686265564618053469360095870342461403824476813429200215668344320626800033429499727134553268218431616742094800162258451367100114840401612985430831800170783242609014968496897203896320.00000,50884289001059115897480635722665171542355413095593122646654889276933739870981189846281048239554964655136709161081222457196089716143929328100496067218701448456163612076020541431751696200848195789844831592361122795417644158724066785627215907931383896759037965308427099557228216197300610212256591095730916032512.00000,87785138713721278106078986632525521793188648570347154515243282716950653082740682240773491815619745961080529562011194109426069456603381587585563302407590442592938515671514555610441715157499910027099187267304371527426105604604837898120113345222791079308056045399067567589776692894991263640763672755867014397952.00000,149018561292442222534749273982048101037788595641110591449004080755393151026009093979510149136152337169025214045351478580494725571406962574127318574429959290804836766930605621654395371944674233181709534752422747197126924600732410145298674676690539079583611573132660401602915394372017552948005706256286455169024.00000,,
upper_bound[7],inf,,inf,2511012656134600134537143689460698373573099587638741879464054257565646015567166408607767689051810574232222896780675483046598904809106844526631664190811429756108997377057812958423970423430956365657554210822203419501303288063073725761383958792325074507927619711701135749969858728525881805323054777351043809280.00000,22812183440026795624288843226399978083056150131300683448807903838269482604423655228905186321127721560775044503238275230839341136686265564618053469360095870342461403824476813429200215668344320626800033429499727134553268218431616742094800162258451367100114840401612985430831800170783242609014968496897203896320.00000,50884289001059115897480635722665171542355413095593122646654889276933739870981189846281048239554964655136709161081222457196089716143929328100496067218701448456163612076020541431751696200848195789844831592361122795417644158724066785627215907931383896759037965308427099557228216197300610212256591095730916032512.00000,87785138713721278106078986632525521793188648570347154515243282716950653082740682240773491815619745961080529562011194109426069456603381587585563302407590442592938515671514555610441715157499910027099187267304371527426105604604837898120113345222791079308056045399067567589776692894991263640763672755867014397952.00000,149018561292442222534749273982048101037788595641110591449004080755393151026009093979510149136152337169025214045351478580494725571406962574127318574429959290804836766930605621654395371944674233181709534752422747197126924600732410145298674676690539079583611573132660401602915394372017552948005706256286455169024.00000,,
upper_bound[8],inf,,inf,2511012656134600134537143689460698373573099587638741879464054257565646015567166408607767689051810574232222896780675483046598904809106844526631664190811429756108997377057812958423970423430956365657554210822203419501303288063073725761383958792325074507927619711701135749969858728525881805323054777351043809280.00000,22812183440026795624288843226399978083056150131300683448807903838269482604423655228905186321127721560775044503238275230839341136686265564618053469360095870342461403824476813429200215668344320626800033429499727134553268218431616742094800162258451367100114840401612985430831800170783242609014968496897203896320.00000,50884289001059115897480635722665171542355413095593122646654889276933739870981189846281048239554964655136709161081222457196089716143929328100496067218701448456163612076020541431751696200848195789844831592361122795417644158724066785627215907931383896759037965308427099557228216197300610212256591095730916032512.00000,87785138713721278106078986632525521793188648570347154515243282716950653082740682240773491815619745961080529562011194109426069456603381587585563302407590442592938515671514555610441715157499910027099187267304371527426105604604837898120113345222791079308056045399067567589776692894991263640763672755867014397952.00000,149018561292442222534749273982048101037788595641110591449004080755393151026009093979510149136152337169025214045351478580494725571406962574127318574429959290804836766930605621654395371944674233181709534752422747197126924600732410145298674676690539079583611573132660401602915394372017552948005706256286455169024.00000,,
upper_bound[9],inf,,inf,2511012656134600134537143689460698373573099587638741879464054257565646015567166408607767689051810574232222896780675483046598904809106844526631664190811429756108997377057812958423970423430956365657554210822203419501303288063073725761383958792325074507927619711701135749969858728525881805323054777351043809280.00000,22812183440026795624288843226399978083056150131300683448807903838269482604423655228905186321127721560775044503238275230839341136686265564618053469360095870342461403824476813429200215668344320626800033429499727134553268218431616742094800162258451367100114840401612985430831800170783242609014968496897203896320.00000,50884289001059115897480635722665171542355413095593122646654889276933739870981189846281048239554964655136709161081222457196089716143929328100496067218701448456163612076020541431751696200848195789844831592361122795417644158724066785627215907931383896759037965308427099557228216197300610212256591095730916032512.00000,87785138713721278106078986632525521793188648570347154515243282716950653082740682240773491815619745961080529562011194109426069456603381587585563302407590442592938515671514555610441715157499910027099187267304371527426105604604837898120113345222791079308056045399067567589776692894991263640763672755867014397952.00000,149018561292442222534749273982048101037788595641110591449004080755393151026009093979510149136152337169025214045351478580494725571406962574127318574429959290804836766930605621654395371944674233181709534752422747197126924600732410145298674676690539079583611573132660401602915394372017552948005706256286455169024.00000,,
upper_bound[10],inf,,inf,2511012656134600134537143689460698373573099587638741879464054257565646015567166408607767689051810574232222896780675483046598904809106844526631664190811429756108997377057812958423970423430956365657554210822203419501303288063073725761383958792325074507927619711701135749969858728525881805323054777351043809280.00000,22812183440026795624288843226399978083056150131300683448807903838269482604423655228905186321127721560775044503238275230839341136686265564618053469360095870342461403824476813429200215668344320626800033429499727134553268218431616742094800162258451367100114840401612985430831800170783242609014968496897203896320.00000,50884289001059115897480635722665171542355413095593122646654889276933739870981189846281048239554964655136709161081222457196089716143929328100496067218701448456163612076020541431751696200848195789844831592361122795417644158724066785627215907931383896759037965308427099557228216197300610212256591095730916032512.00000,87785138713721278106078986632525521793188648570347154515243282716950653082740682240773491815619745961080529562011194109426069456603381587585563302407590442592938515671514555610441715157499910027099187267304371527426105604604837898120113345222791079308056045399067567589776692894991263640763672755867014397952.00000,149018561292442222534749273982048101037788595641110591449004080755393151026009093979510149136152337169025214045351478580494725571406962574127318574429959290804836766930605621654395371944674233181709534752422747197126924600732410145298674676690539079583611573132660401602915394372017552948005706256286455169024.00000,,
upper_bound[11],inf,,inf,2511012656134600134537143689460698373573099587638741879464054257565646015567166408607767689051810574232222896780675483046598904809106844526631664190811429756108997377057812958423970423430956365657554210822203419501303288063073725761383958792325074507927619711701135749969858728525881805323054777351043809280.00000,22812183440026795624288843226399978083056150131300683448807903838269482604423655228905186321127721560775044503238275230839341136686265564618053469360095870342461403824476813429200215668344320626800033429499727134553268218431616742094800162258451367100114840401612985430831800170783242609014968496897203896320.00000,50884289001059115897480635722665171542355413095593122646654889276933739870981189846281048239554964655136709161081222457196089716143929328100496067218701448456163612076020541431751696200848195789844831592361122795417644158724066785627215907931383896759037965308427099557228216197300610212256591095730916032512.00000,87785138713721278106078986632525521793188648570347154515243282716950653082740682240773491815619745961080529562011194109426069456603381587585563302407590442592938515671514555610441715157499910027099187267304371527426105604604837898120113345222791079308056045399067567589776692894991263640763672755867014397952.00000,149018561292442222534749273982048101037788595641110591449004080755393151026009093979510149136152337169025214045351478580494725571406962574127318574429959290804836766930605621654395371944674233181709534752422747197126924600732410145298674676690539079583611573132660401602915394372017552948005706256286455169024.00000,,
upper_bound[12],inf,,inf,2511012656134600134537143689460698373573099587638741879464054257565646015567166408607767689051810574232222896780675483046598904809106844526631664190811429756108997377057812958423970423430956365657554210822203419501303288063073725761383958792325074507927619711701135749969858728525881805323054777351043809280.00000,22812183440026795624288843226399978083056150131300683448807903838269482604423655228905186321127721560775044503238275230839341136686265564618053469360095870342461403824476813429200215668344320626800033429499727134553268218431616742094800162258451367100114840401612985430831800170783242609014968496897203896320.00000,50884289001059115897480635722665171542355413095593122646654889276933739870981189846281048239554964655136709161081222457196089716143929328100496067218701448456163612076020541431751696200848195789844831592361122795417644158724066785627215907931383896759037965308427099557228216197300610212256591095730916032512.00000,87785138713721278106078986632525521793188648570347154515243282716950653082740682240773491815619745961080529562011194109426069456603381587585563302407590442592938515671514555610441715157499910027099187267304371527426105604604837898120113345222791079308056045399067567589776692894991263640763672755867014397952.00000,149018561292442222534749273982048101037788595641110591449004080755393151026009093979510149136152337169025214045351478580494725571406962574127318574429959290804836766930605621654395371944674233181709534752422747197126924600732410145298674676690539079583611573132660401602915394372017552948005706256286455169024.00000,,
