,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
theta[27],5.657770542950732,0.00028736243076839246,0.0662176201962022,5.528119947729415,5.6132291521872615,5.657821198829431,5.701843929863616,5.788434720888997,53099.09995797159,0.999963315231641
theta[28],5.666319540859989,0.00021503979976837852,0.05084710327203615,5.56768228344652,5.631831750007356,5.666134663257748,5.700409565316231,5.765912941513207,55910.6754540232,1.0000046002682679
theta[29],5.416956348999944,0.000202045201430753,0.04775764845129441,5.323333073765939,5.384754856640775,5.41703729321582,5.449168039378991,5.510642197924458,55871.30145295452,0.9999064812700225
theta[30],5.475920077103082,0.00026582292761642554,0.061111709002536596,5.354720560515619,5.435044839738518,5.4761221584024025,5.516879980926586,5.595459429929106,52852.31132808604,0.9999495793411143
theta[31],5.632672563513436,0.00028989202619773846,0.06676889008850553,5.500475292852499,5.5881003722933675,5.632629600382021,5.677084747048138,5.76398326862102,53048.825654794615,1.00002440827916
theta[32],5.506274729954213,0.00029558563192085935,0.06612779237707551,5.376505136898073,5.461375384805326,5.506331175581078,5.551469873265699,5.635502902825421,50049.69201945364,0.9999955025680437
theta[33],5.659845376386182,0.0005794284597214172,0.1274201987170881,5.410646149662924,5.574476011635436,5.660402134847894,5.7457748218624936,5.9091359138367405,48358.9553793423,1.0000077051080367
theta[34],5.962244221808941,0.00014793731646075027,0.035476681151741365,5.8927643196174095,5.938271849762535,5.9621758710350665,5.986158006983921,6.0310720062485235,57508.29562349215,0.9999146630630166
sigma,0.1543341116229567,3.0358322795487513e-05,0.00648272354500204,0.14219874925313888,0.14984916615120603,0.1541110557869748,0.15855712381994846,0.16766379399201436,45599.43422947322,1.0000241098267704
theta_median[1],499.585967663876,0.14989501216746573,33.083873902110085,437.45682919561153,476.9654549850595,498.6088267739304,521.0080590041139,568.2045911671919,48714.51132020634,0.9999269032742556
theta_median[2],594.7192059601317,0.18197413046457234,39.4363435950478,521.2403309128534,567.5754889652568,593.7588512623988,620.2837686304947,676.0059148031648,46964.96228702035,0.99992255489281
theta_median[3],341.96033991693594,0.07537624118985241,17.010228538967247,309.67943833019734,330.3548536238043,341.5929423896163,353.310883879819,376.41583697870044,50927.38116017539,0.9999815231876462
theta_median[4],313.37905623942316,0.18130597266113385,40.43097347536762,241.65412553859179,285.05928911918346,310.97780232748596,338.9835900100892,398.6303414790384,49728.36428708307,1.0000041455768205
