,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
theta_median[32],244.64898050588096,0.08598399227737595,17.058030407069527,214.1349058539298,232.5121363100991,243.5166250027558,255.6686299791941,280.5030351294545,39357.05167214812,0.9999516265467607
theta_median[33],288.5308322677416,0.15489364903957795,30.517476944791763,232.00194379656122,269.8397992626624,286.84253758952946,305.079855659759,355.0901917127017,38817.72044123328,0.999939453796605
theta_median[34],386.74818075780155,0.04593253309666887,9.403693185534562,369.00711610399094,380.32908479411634,386.4620400258958,392.92850343508434,405.90779452682034,41913.71042746754,0.9999702186005069
theta_mean[1],527.6899152412687,0.1571739015978951,32.029143446868666,464.4896686874994,506.84842918890456,527.6329682240881,548.6638741616281,590.5286884193927,41526.92572066383,0.9999493678819972
theta_mean[2],607.3253461332366,0.19724711070174283,40.38643492181287,528.1048325521405,580.6805662062853,606.8901191860193,633.6417624134099,688.784673168771,41922.747282661396,0.9999950560325218
theta_mean[3],341.1975333685161,0.07754549099310776,15.81567706116319,311.6523430454315,330.2283550461277,340.7208787907026,351.60736475099776,373.6031311139826,41597.04470099879,1.0000091474475947
theta_mean[4],318.7746401110231,0.16457174282754267,33.91668495111821,250.55142076363776,298.91791658129614,318.40420056242095,337.7395776638401,389.30945518200986,42473.324710708126,0.999977989376634
theta_mean[5],315.31491264486993,0.044110804601564135,9.020365377359697,298.02685427603774,309.19020922144284,315.15440570298233,321.20925983244246,333.4506240563107,41817.52252820724,0.9999133530473188
theta_mean[6],254.2901108016278,0.03939515012056767,8.229785845848872,238.59097128273007,248.710666856783,254.08865231103945,259.6918353722873,271.0374695589825,43640.684006314616,0.9999740219772076
theta_mean[7],302.35280936531655,0.08232428394796433,15.970302573006958,272.9804139193168,291.3283324246267,301.6301821944319,312.5643917872081,335.8571285694595,37633.1320915867,1.0000442671695435
theta_mean[8],397.18896499936665,0.11485375369729837,23.174747920010777,353.242932668703,382.2636971826339,396.67937218596256,411.5028150597127,445.00462881777946,40713.613605270926,1.0000534455205736
theta_mean[9],352.52299583900464,0.06714713050973149,14.26493156395872,324.480097535156,343.1092281865417,352.4557170240458,361.79688035792674,381.0189951543806,45131.98849265883,1.0000232866875782
theta_mean[10],255.0768783583912,0.029139391103106503,6.0193237203379395,243.63640416213593,250.97815248903675,254.98057360838652,259.0725180188242,267.17414992507815,42671.16064898181,1.0000779442987837
theta_mean[11],258.3887084391538,0.034324493992615425,6.929710972529512,245.56917365627277,253.6603870124727,258.11217815200393,262.85844662606166,272.6901543301041,40758.85311549705,1.000095746174268
theta_mean[12],353.7831437068624,0.041637726517152446,8.992436050712909,336.641127441839,347.61260980504574,353.64036714590554,359.74850956387684,371.98264546521204,46642.37962464012,0.9999879800561415
theta_mean[13],235.79290657456613,0.0578787355985498,11.583998731703266,213.89915908737785,227.9503190807821,235.51184360986133,243.2829036961574,259.5928819082875,40057.04722421424,0.9999981520811037
theta_mean[14],337.0086526125239,0.062305466651127815,12.235672142214577,313.9954593768782,328.65116101742353,336.6876915850039,345.05509132246084,361.8111114195142,38565.889863059434,1.0000298200872846
theta_mean[15],261.91295922208246,0.053915295520454425,11.166474915457442,240.81075611768122,254.38112115846735,261.7159383871324,269.0664016948805,284.7062701568503,42895.1518224986,0.9999561479570319
theta_mean[16],481.83087212263536,0.10938266366991764,22.420136725453556,438.26395113675244,466.8206946445764,481.7908224397826,496.40481517532015,526.8249006741577,42012.596536299316,1.0000339174643789
theta_mean[17],547.3268168580128,0.11911184779612105,24.87118925257641,500.5701288711215,530.9796136041778,546.6133170796774,562.666400372071,598.8636913700183,43599.667822921554,0.9999877337893939
theta_mean[18],535.8530705242638,0.13208353996516325,26.03610128911804,486.67098321894446,518.4046147365264,534.9089047111347,552.4301975137757,590.0217371413912,38855.67921344759,1.000099808079047
theta_mean[19],233.11309283643416,0.06541053253074383,12.580249570680216,211.13406518784717,224.57765501198327,232.22715444847626,240.55523591542612,260.8761135852801,36989.8988668284,0.9999834333280437
theta_mean[20],253.1236216068821,0.026791087747366132,5.800276125376736,242.04556013977083,249.22258326260064,253.0011169055062,256.93944942563104,264.8698007949398,46872.340961455826,0.9999886664469096
theta_mean[21],416.6171317740386,0.07597575730814056,15.517006284716622,386.3788637218521,406.26485637170924,416.5291322836523,426.8279040767794,447.7087805711451,41712.459368881544,1.0000129385495344
theta_mean[22],253.344337475193,0.042011555819074106,8.454274139454725,237.37119190660258,247.57631617514,253.16332631565257,258.87053640322864,270.513107192437,40496.27921345741,1.0001768351566145
theta_mean[23],337.7224576760195,0.058518456761677246,12.38443006252192,314.4855385822285,329.2803089862641,337.25596566343313,345.694931548519,363.1038300432401,44788.47969365913,1.0000618318535124
theta_mean[24],301.2359373451692,0.028714923458505848,6.363711283095886,289.0063976723474,296.90759370092496,301.1668093578228,305.4147019328458,313.8510663905301,49114.03435087527,0.9999199760834083
theta_mean[25],283.22864409390706,0.04466391524399945,9.166500332875621,265.9947154689323,277.0177002853883,282.98609561156894,289.17296396415605,302.02309013324333,42120.50172151102,0.9999885021338738
theta_mean[26],277.870747296802,0.053323163737102476,10.900337744105311,257.2094270646779,270.67607256184573,277.639951960768,284.815205474129,300.34251085381055,41787.66377523537,0.9999785184006158
theta_mean[27],265.60153076592786,0.05767133009571667,12.394620563765951,243.01508963397998,257.3099514141086,264.897810147407,272.9021598810311,292.4947850234769,46189.848402518866,1.00003399915726
theta_mean[28],275.7727494809809,0.06354670514512141,12.866464167358489,251.34801376970472,267.14784367556933,275.44903384876704,283.9673224971745,302.1788922742788,40995.13817146262,0.9999385158777812
theta_mean[29],218.4645052909719,0.040984204851641885,8.213602017800543,203.11246661671095,212.92339374286064,218.17905026942628,223.63212380161235,235.46603396940367,40163.752686462394,0.9999178598654455
theta_mean[30],237.83785667653427,0.043534538617757815,9.19888210580679,220.4294746558357,231.6536957209737,237.60195253526774,243.81980873041232,256.80969672248636,44648.02097728268,0.9999826522108176
theta_mean[31],279.61880664200515,0.05537540018362103,11.768051332437077,257.2189844537108,271.76175411015754,279.286826845577,287.12574245739404,303.79294800765314,45162.227350127476,0.9998999527315332
theta_mean[32],245.6582257175917,0.0863828866413135,17.135164171630745,214.99772270046674,233.48676725676825,244.53098006556195,256.7426220232168,281.67592673021863,39347.85969362874,0.9999530010738029
theta_mean[33],289.72057049659,0.1555455433414152,30.64533392867711,232.98709884413194,270.9606358782258,287.98323375987087,306.35059318829866,356.541158400291,38816.24956470408,0.9999393156045734
theta_mean[34],388.3433923669978,0.04639565561475864,9.465312786393916,370.555498263627,381.8731926316288,388.0262366415265,394.54234327475956,407.6891978275744,41621.268089273675,0.999977439875627
mu_median[1],287.35238169784617,0.08163117047327788,13.988214452230798,260.48317753526254,278.0139869278342,287.0247596018636,296.41140397458366,315.8241672086292,29363.81750235324,0.99994775848583
mu_median[2],1.4477019189993618,0.0008115500197259416,0.13822937662762128,1.1932189103539086,1.353221173497033,1.4402517774597867,1.5342540053885152,1.7400486530161192,29011.49530432554,0.9999910503055631
adult_group_mean,297.0273488306953,0.0862267077338243,14.743542719639747,269.7561960656321,286.96697071267903,296.41983946939916,306.31136790255624,327.7078111380028,29236.144263299895,0.9999752236900534
child_group_mean,429.00160538503275,0.17175545432059178,35.61654187848128,364.21631748939876,404.79158926987424,427.1071757982873,450.9324482058672,505.02679830740897,43001.38317452463,1.0000029255909963
lp__,400.229763256774,0.040909012252429315,4.857220478941327,389.74993029913014,397.2042285089842,400.5806107831,403.683055157033,408.66655618016466,14097.355368494571,1.0006620770834274
